YEAR,PLAYER,POS,HGT,WGT,BMI,BF,WNGSPN,STNDRCH,STNDVERT,LPVERT,LANE,SPRINT,BENCH,BAR,PBHGT,PDHGT,Unnamed: 0,gp,min,pts,fgm,fga,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,reb,ast,stl,blk,tov,target_5yrs
2009.0,"Blair, DeJuan",PF,77.25,276.6,32.6,0.12,86.0,106.5,26.0,33.0,11.5,3.45,18.0,111.3%,132.5,139.5,714.0,82.0,18.2,7.8,3.4,6.0,55.6,0.0,0.0,0.0,1.1,2.0,54.7,2.4,4.0,6.4,0.8,0.6,0.5,1.4,1.0
2009.0,"Brown, Derrick",SF-PF,79.5,224.6,25.0,0.086,86.5,107.5,30.5,35.5,11.26,3.13,20.0,108.8%,138.0,143.0,730.0,57.0,9.4,3.3,1.2,2.6,46.3,0.0,0.1,28.6,0.8,1.3,66.7,0.5,0.8,1.4,0.3,0.4,0.2,0.3,0.0
2009.0,"Budinger, Chase",SF-SG,78.25,206.4,23.7,0.1,79.0,101.0,29.5,38.5,11.08,3.24,10.0,101.0%,130.5,139.5,712.0,74.0,20.1,8.9,3.4,7.6,44.1,1.2,3.4,36.9,0.9,1.2,77.0,0.5,2.5,3.0,1.2,0.5,0.1,0.7,1.0
2009.0,"Carroll, DeMarre",PF-SF,78.25,207.2,23.8,0.063,82.0,105.0,28.0,32.7,11.53,3.278,14.6,104.8%,135.1,139.8,727.0,71.0,11.2,2.9,1.2,3.1,39.6,0.0,0.1,0.0,0.5,0.7,62.3,0.7,1.4,2.1,0.5,0.4,0.1,0.3,1.0
2009.0,"Christmas, Dionte",SG,76.25,210.8,25.5,0.071,81.0,102.5,27.0,33.5,10.83,3.21,3.0,106.2%,129.5,136.0,584.0,31.0,6.4,2.3,0.7,2.0,35.5,0.3,1.0,29.0,0.6,0.8,75.0,0.4,0.8,1.2,0.3,0.1,0.1,0.2,0.0
2009.0,"Clark, Earl",SF-PF,80.5,228.4,24.8,0.052,86.5,109.5,28.5,33.0,11.17,3.35,5.0,107.5%,138.0,142.5,734.0,51.0,7.5,2.7,1.1,3.0,37.1,0.0,0.1,40.0,0.5,0.7,72.2,0.4,0.9,1.2,0.4,0.1,0.3,0.5,1.0
2009.0,"Collison, Darren",PG,72.25,166.2,22.4,0.057,75.0,96.5,30.5,33.5,10.45,3.1,9.0,103.8%,127.0,130.0,702.0,76.0,27.8,12.4,4.9,10.4,47.7,0.6,1.5,40.0,1.9,2.3,85.1,0.5,2.0,2.5,5.7,1.0,0.1,2.7,1.0
2009.0,"Cunningham, Dante",PF,79.0,227.4,25.6,0.048,83.0,106.5,28.0,35.0,11.18,3.26,18.0,105.1%,134.5,141.5,726.0,63.0,11.2,3.9,1.7,3.4,49.5,0.0,0.0,0.0,0.5,0.8,64.6,0.9,1.7,2.5,0.2,0.4,0.3,0.2,1.0
2009.0,"Curry, Stephen",PG-SG,74.0,181.0,23.2,0.057,75.5,97.0,29.5,35.5,11.07,3.28,10.0,102.0%,126.5,132.5,698.0,80.0,36.2,17.5,6.6,14.3,46.2,2.1,4.8,43.7,2.2,2.5,88.5,0.6,3.9,4.5,5.9,1.9,0.2,3.0,1.0
2009.0,"Daye, Austin",SF-PF,81.75,191.8,20.2,0.055,86.75,110.0,25.0,28.0,12.11,3.55,0.0,106.1%,135.0,138.0,721.0,69.0,13.3,5.1,2.0,4.3,46.4,0.4,1.4,30.5,0.7,0.8,82.1,0.5,2.0,2.5,0.5,0.4,0.4,0.7,1.0
2009.0,"DeRozan, DeMar",SG-SF,77.5,211.2,24.7,0.049,81.0,102.5,29.0,38.5,11.88,3.31,5.0,104.5%,131.5,141.0,710.0,77.0,21.6,8.6,3.3,6.6,49.8,0.1,0.2,25.0,1.9,2.5,76.3,0.9,2.0,2.9,0.7,0.6,0.2,0.8,1.0
2009.0,"Douglas, Toney",PG,73.0,183.4,24.2,0.052,78.0,97.5,28.0,32.5,10.63,3.03,15.0,106.8%,125.5,130.0,713.0,56.0,19.4,8.6,3.2,7.0,45.8,1.2,3.1,38.9,1.0,1.2,80.9,0.7,1.2,1.9,2.0,0.8,0.1,1.0,1.0
2009.0,"Ellington, Wayne",SG,76.25,202.4,24.5,0.055,78.5,100.0,31.5,38.0,11.14,3.2,13.0,103.0%,131.5,138.0,715.0,76.0,18.2,6.6,2.5,5.9,42.4,0.8,2.1,39.5,0.8,0.9,87.1,0.4,1.7,2.1,1.0,0.3,0.1,1.0,1.0
2009.0,"Evans, Tyreke",PG-SG,76.0,220.6,26.8,0.071,83.25,104.0,28.5,34.0,11.81,3.17,7.0,109.5%,132.5,138.0,697.0,72.0,37.2,20.1,7.4,16.2,45.8,0.5,2.0,25.5,4.8,6.5,74.8,0.9,4.4,5.3,5.8,1.5,0.4,3.0,1.0
2009.0,"Flynn, Jonny",PG,71.25,195.6,27.1,0.063,76.0,95.5,33.0,40.0,10.86,3.23,10.0,106.7%,128.5,135.5,701.0,81.0,28.9,13.5,4.9,11.8,41.7,1.0,2.7,35.8,2.8,3.3,82.6,0.3,2.1,2.4,4.4,1.0,0.0,2.9,0.0
2009.0,"Gibson, Taj",PF,80.5,214.4,23.3,0.066,88.0,109.0,25.5,30.0,11.56,3.41,12.0,109.3%,134.5,139.0,703.0,82.0,26.9,9.0,3.8,7.7,49.4,0.0,0.0,0.0,1.4,2.1,64.6,2.8,4.7,7.5,0.9,0.6,1.3,1.4,1.0
2009.0,"Griffin, Blake",PF,80.5,248.4,26.9,0.082,83.25,105.0,32.0,35.5,10.95,3.28,22.0,103.4%,137.0,140.5,666.0,82.0,38.0,22.5,8.5,16.8,50.6,0.1,0.3,29.2,5.4,8.5,64.2,3.3,8.8,12.1,3.8,0.8,0.6,2.7,1.0
2009.0,"Harden, James",SG,76.0,222.0,27.0,0.101,82.75,103.5,31.5,37.0,11.1,3.13,17.0,108.9%,135.0,140.5,707.0,76.0,22.9,9.9,3.1,7.6,40.3,1.2,3.3,37.5,2.6,3.2,80.8,0.6,2.6,3.2,1.8,1.1,0.3,1.4,1.0
2009.0,"Henderson, Gerald",SG-SF,76.0,214.6,26.1,0.044,82.25,102.5,31.5,35.0,11.17,3.14,8.0,108.2%,134.0,137.5,732.0,43.0,8.3,2.6,0.9,2.4,35.6,0.1,0.4,21.1,0.8,1.1,74.5,0.3,0.9,1.3,0.3,0.2,0.2,0.3,1.0
2009.0,"Henderson, Gerald",SG-SF,76.0,214.6,26.1,0.044,82.25,102.5,31.5,35.0,11.17,3.14,8.0,108.2%,134.0,137.5,733.0,43.0,8.3,2.6,0.9,2.4,35.6,0.1,0.4,21.1,0.8,1.1,74.5,0.3,0.9,1.3,0.3,0.2,0.2,0.3,1.0
2009.0,"Hill, Jordan",PF-C,81.25,232.4,24.7,0.06,85.5,108.0,31.0,35.0,12.23,3.3,11.0,105.2%,139.0,143.0,720.0,47.0,13.3,5.2,2.1,4.3,49.3,0.0,0.0,0.0,1.0,1.4,67.6,1.6,2.1,3.7,0.4,0.3,0.5,0.6,1.0
2009.0,"Holiday, Jrue",PG-SG,75.25,199.0,24.7,0.063,79.0,100.5,28.5,34.0,10.64,3.21,6.0,105.0%,129.0,134.5,706.0,73.0,24.2,8.0,3.2,7.1,44.2,0.8,2.2,39.0,0.9,1.2,75.6,0.8,1.8,2.6,3.8,1.1,0.3,2.1,1.0
2009.0,"Johnson, James",SF-PF,79.0,257.2,29.0,0.12,84.75,105.5,30.5,35.0,11.21,3.23,18.0,107.3%,136.0,140.5,565.0,68.0,14.4,5.3,1.9,3.5,54.2,0.0,0.0,0.0,1.5,2.5,59.4,1.6,3.0,4.5,0.6,0.1,1.1,1.0,1.0
2009.0,"Johnson, James",SF-PF,79.0,257.2,29.0,0.12,84.75,105.5,30.5,35.0,11.21,3.23,18.0,107.3%,136.0,140.5,566.0,65.0,11.6,3.9,1.5,3.2,45.2,0.2,0.7,32.6,0.8,1.1,72.9,0.5,1.4,2.0,0.7,0.3,0.7,0.9,1.0
2009.0,"Lawson, Ty",PG,71.25,196.6,27.2,0.066,72.75,94.5,29.0,36.5,10.98,3.12,14.0,102.1%,123.5,131.0,711.0,65.0,20.3,8.3,3.1,6.0,51.5,0.5,1.3,41.0,1.6,2.2,75.7,0.6,1.3,1.9,3.1,0.7,0.0,1.3,1.0
2009.0,"Maynor, Eric",PG,74.25,163.6,20.9,0.054,74.5,97.0,28.5,31.5,10.78,3.19,8.0,100.3%,125.5,128.5,717.0,81.0,15.7,4.7,1.9,4.5,41.8,0.3,0.9,31.0,0.6,0.9,72.2,0.3,1.3,1.6,3.3,0.5,0.1,1.1,1.0
2009.0,"Meeks, Jodie",SG,75.0,211.4,26.4,0.08,76.5,98.0,28.5,37.0,10.96,3.1,14.0,102.0%,126.5,135.0,725.0,60.0,12.0,4.7,1.7,4.5,38.8,0.7,2.2,31.8,0.5,0.7,79.5,0.1,1.5,1.6,0.7,0.3,0.1,0.4,1.0
2009.0,"Price, A.J.",PG,72.5,192.8,25.8,0.124,75.75,97.0,26.0,31.0,10.99,3.22,11.0,104.5%,123.0,128.0,718.0,56.0,15.4,7.3,2.6,6.3,41.0,1.1,3.1,34.5,1.1,1.3,80.0,0.2,1.4,1.6,1.9,0.6,0.1,1.1,1.0
2009.0,"Summers, DaJuan",SF,79.25,243.0,27.2,0.066,84.75,106.5,29.5,34.5,10.94,3.17,15.0,106.9%,136.0,141.0,731.0,44.0,9.2,3.0,1.0,3.0,35.4,0.3,1.0,35.7,0.6,0.9,71.1,0.3,0.7,1.0,0.4,0.2,0.2,0.4,0.0
2009.0,"Teague, Jeff",PG,72.25,175.2,23.6,0.045,79.5,98.5,30.5,36.5,11.05,3.18,13.0,110.0%,129.0,135.0,729.0,71.0,10.1,3.2,1.3,3.2,39.6,0.1,0.5,21.9,0.6,0.7,83.7,0.1,0.9,0.9,1.7,0.5,0.1,0.7,1.0
2009.0,"Williams, Terrence",SG-SF,77.0,213.2,25.3,0.051,81.0,103.5,30.5,37.0,11.15,3.18,9.0,105.2%,134.0,140.5,708.0,78.0,22.6,8.4,3.3,8.3,40.1,0.4,1.3,31.0,1.3,1.8,71.5,0.6,3.9,4.5,2.9,0.6,0.1,1.6,0.0
2009.0,"Young, Sam",SF-SG,77.25,222.8,26.2,0.049,82.75,105.5,27.5,33.0,11.47,3.45,11.0,107.1%,133.0,138.5,716.0,80.0,16.5,7.4,2.8,6.2,45.1,0.1,0.7,19.6,1.7,2.2,77.7,1.0,1.6,2.5,0.7,0.4,0.3,1.2,0.0
2008.0,"Arthur, Darrell",PF,79.5,216.0,24.0,0.073,82.75,107.0,28.5,30.0,12.18,3.14,12.0,104.1%,135.5,137.0,756.0,76.0,19.3,5.6,2.5,5.7,43.8,0.0,0.0,0.0,0.5,0.8,66.7,1.4,3.1,4.6,0.6,0.7,0.7,0.6,1.0
2008.0,"Augustin, D.J.",PG,70.0,171.5,24.6,0.081,75.5,94.5,28.5,35.0,11.27,3.07,2.0,107.9%,123.0,129.5,746.0,72.0,26.5,11.8,3.7,8.6,43.0,1.5,3.4,43.9,2.9,3.2,89.3,0.2,1.6,1.8,3.5,0.6,0.0,1.6,1.0
2008.0,"Bayless, Jerryd",PG-SG,73.75,204.0,26.4,0.047,75.5,97.0,31.0,38.0,11.26,3.07,10.0,102.4%,128.0,135.0,766.0,53.0,12.4,4.3,1.3,3.6,36.5,0.1,0.5,25.9,1.6,1.9,80.6,0.2,0.9,1.1,1.5,0.3,0.0,1.1,1.0
2008.0,"Beasley, Michael",PF-SF,79.0,239.0,26.9,0.077,84.25,107.0,30.0,35.0,11.06,3.24,19.0,106.6%,137.0,142.0,750.0,81.0,24.8,13.9,5.6,11.8,47.2,0.4,1.0,40.7,2.3,3.0,77.2,1.4,4.1,5.4,1.0,0.5,0.5,1.5,1.0
2008.0,"Gordon, Eric",SG,74.0,222.0,28.5,0.082,81.0,99.0,32.0,40.0,10.81,3.01,15.0,109.5%,131.0,139.0,741.0,78.0,34.3,16.1,5.3,11.6,45.6,1.7,4.3,38.9,3.8,4.5,85.4,0.6,2.0,2.6,2.8,1.0,0.5,2.1,1.0
2008.0,"Hill, George",PG,73.25,181.0,23.7,0.03,81.0,97.5,34.0,37.5,12.2,3.07,9.0,110.6%,131.5,135.0,757.0,77.0,16.5,5.7,1.9,4.8,40.3,0.3,0.9,32.9,1.5,1.9,78.1,0.4,1.7,2.1,1.8,0.6,0.3,1.0,1.0
2008.0,"Hudson, Lester",PG,71.75,196.0,26.8,0.034,80.75,98.5,30.5,36.0,11.15,3.16,12.0,112.5%,129.0,134.5,738.0,25.0,5.2,2.3,0.8,2.1,39.6,0.2,0.6,31.3,0.4,0.5,84.6,0.3,0.4,0.7,0.5,0.3,0.1,0.6,0.0
2008.0,"Jackson, Darnell",PF,79.0,240.5,27.1,0.125,83.25,106.5,27.0,31.0,11.75,3.26,11.0,105.4%,133.5,137.5,774.0,51.0,8.4,1.9,0.7,1.7,43.0,0.0,0.0,0.0,0.5,0.7,68.6,0.6,1.1,1.7,0.2,0.2,0.1,0.3,0.0
2008.0,"Jordan, DeAndre",C,81.75,250.0,26.3,0.075,90.0,113.5,26.0,30.5,12.3,3.27,8.0,110.1%,139.5,144.0,761.0,53.0,14.5,4.3,1.8,2.8,63.3,0.0,0.0,0.0,0.8,2.1,38.5,1.4,3.1,4.5,0.2,0.2,1.1,0.8,1.0
2008.0,"Lopez, Brook",C,83.25,258.0,26.2,0.063,89.5,113.0,27.5,30.5,12.77,3.57,7.0,107.5%,140.5,143.5,744.0,82.0,30.5,13.0,5.5,10.3,53.1,0.0,0.0,0.0,2.1,2.6,79.3,2.7,5.4,8.1,1.0,0.5,1.8,1.8,1.0
2008.0,"Love, Kevin",PF,79.75,255.0,28.2,0.129,83.25,106.0,29.5,35.0,11.17,3.22,18.0,104.4%,135.5,141.0,748.0,81.0,25.3,11.1,3.9,8.5,45.9,0.0,0.2,10.5,3.3,4.1,78.9,3.4,5.7,9.1,1.0,0.4,0.6,1.5,1.0
2008.0,"Mayo, O.J.",SG-PG,75.25,200.0,24.8,0.063,78.0,99.5,30.5,41.0,11.04,3.14,7.0,103.7%,130.0,140.5,739.0,82.0,38.0,18.5,6.9,15.6,43.8,1.8,4.6,38.4,3.0,3.4,87.9,0.7,3.1,3.8,3.2,1.1,0.2,2.8,1.0
2008.0,"McGee, JaVale",C-PF,83.0,241.0,24.6,0.053,90.0,114.5,27.0,32.5,12.75,3.25,7.0,108.4%,141.5,147.0,759.0,75.0,15.2,6.5,2.5,5.2,49.4,0.0,0.0,0.0,1.4,2.2,66.0,1.6,2.3,3.9,0.3,0.4,1.0,0.8,1.0
2008.0,"Pargo, Jeremy",PG,72.5,208.0,27.8,0.076,77.0,96.0,32.0,37.0,10.65,3.07,7.0,106.2%,128.0,133.0,662.0,44.0,9.6,2.9,1.1,3.4,33.3,0.2,0.9,26.3,0.4,0.6,59.3,0.3,0.6,0.8,1.3,0.3,0.0,1.1,0.0
2008.0,"Roberts, Brian",PG,72.25,173.0,23.3,0.036,73.25,95.0,31.5,36.5,10.65,3.05,10.0,101.4%,126.5,131.5,602.0,78.0,17.0,7.1,2.7,6.6,41.7,0.8,2.0,38.6,0.9,1.0,90.9,0.2,1.0,1.2,2.8,0.5,0.0,0.9,1.0
2008.0,"Rose, Derrick",PG,73.5,196.0,25.5,0.046,80.0,98.5,34.5,40.0,11.69,3.05,10.0,108.8%,133.0,138.5,740.0,81.0,37.0,16.8,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,1.2,2.7,3.9,6.3,0.8,0.2,2.5,1.0
2008.0,"Singletary, Sean",PG,71.0,183.8,25.6,0.042,76.5,95.0,26.0,36.9,11.42,3.17,18.0,107.7%,121.0,133.6,775.0,37.0,8.2,2.4,0.8,2.3,36.5,0.3,0.7,40.0,0.5,0.6,85.7,0.3,0.7,0.9,0.8,0.3,0.0,0.6,0.0
2008.0,"Taylor, Mike",SG-PG,72.75,166.2,22.1,0.038,79.25,98.0,31.0,39.0,10.98,3.08,2.0,108.9%,129.0,137.0,760.0,51.0,15.1,5.7,2.2,5.2,41.2,0.3,0.8,32.5,1.1,1.6,69.1,0.4,1.3,1.7,2.1,0.7,0.0,1.4,0.0
2008.0,"Westbrook, Russell",PG,74.25,192.0,24.5,0.048,79.75,100.0,30.0,36.5,10.98,3.08,12.0,107.4%,130.0,136.5,742.0,82.0,32.5,15.3,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,2.2,2.7,4.9,5.3,1.3,0.2,3.3,1.0
2008.0,"Williams, Reggie",SG,75.25,199.0,24.7,0.053,81.25,103.0,31.5,36.5,11.32,3.07,15.0,108.0%,134.5,139.5,242.0,35.0,24.5,10.4,4.3,12.2,35.6,0.4,1.7,22.4,1.4,1.9,72.7,1.6,1.8,3.4,1.7,0.8,0.6,1.8,1.0
2008.0,"Williams, Reggie",SG,75.25,199.0,24.7,0.053,81.25,103.0,31.5,36.5,11.32,3.07,15.0,108.0%,134.5,139.5,243.0,35.0,24.5,10.4,4.3,12.2,35.6,0.4,1.7,22.4,1.4,1.9,72.7,1.6,1.8,3.4,1.7,0.8,0.6,1.8,1.0
2007.0,"Brewer, Corey",SF-SG,78.0,185.0,21.4,0.042,80.25,103.0,30.5,36.5,11.69,3.22,11.0,102.9%,133.5,139.5,783.0,79.0,22.8,5.8,2.3,6.2,37.4,0.1,0.5,19.4,1.1,1.4,80.0,1.0,2.7,3.7,1.4,1.0,0.3,1.1,1.0
2007.0,"Brooks, Aaron",PG,70.0,161.0,23.1,0.027,76.0,94.0,32.5,39.5,10.57,3.2,6.0,108.6%,126.5,133.5,799.0,51.0,11.9,5.2,1.8,4.4,41.3,0.7,2.1,33.0,0.8,1.0,85.7,0.3,0.8,1.1,1.7,0.3,0.1,0.9,1.0
2007.0,"Brown, Bobby",PG,71.0,170.0,23.7,0.066,76.0,95.5,32.5,41.0,11.27,3.25,3.0,107.0%,128.0,136.5,763.0,68.0,13.7,5.3,2.1,5.3,39.2,0.7,1.9,34.6,0.5,0.6,79.1,0.2,0.6,0.8,1.7,0.3,0.0,0.9,0.0
2007.0,"Conley, Mike",PG,71.0,175.0,24.4,0.042,77.75,94.5,35.5,40.5,11.63,3.09,13.0,109.5%,130.0,135.0,780.0,53.0,26.1,9.4,3.6,8.3,42.8,0.6,1.7,33.0,1.7,2.3,73.2,0.4,2.2,2.6,4.2,0.8,0.0,1.7,1.0
2007.0,"Cook, Daequan",SG,75.0,203.0,25.4,0.07,80.25,101.5,30.0,34.5,11.12,3.22,4.0,107.0%,131.5,136.0,782.0,59.0,24.4,8.8,3.3,8.7,38.1,1.3,4.0,33.2,0.8,1.0,82.5,0.3,2.7,3.0,1.3,0.4,0.1,1.1,1.0
2007.0,"Crittenton, Javaris",PG,75.0,194.0,24.2,0.045,77.5,98.0,32.5,38.0,11.6,3.32,11.0,103.3%,130.5,136.0,796.0,50.0,13.6,5.6,2.0,4.7,42.1,0.2,0.7,27.0,1.4,2.1,69.2,0.5,1.7,2.2,1.0,0.4,0.0,1.1,0.0
2007.0,"Davidson, Jermareo",PF,81.0,230.0,24.6,0.069,88.0,109.5,27.0,30.0,12.63,3.53,7.0,108.6%,136.5,139.5,807.0,38.0,8.5,3.2,1.3,3.3,40.8,0.0,0.0,0.0,0.5,0.7,64.3,0.6,1.1,1.6,0.3,0.2,0.4,0.5,0.0
2007.0,"Dudley, Jared",SF,77.0,219.0,26.0,0.071,79.0,102.0,28.0,32.0,11.32,3.45,14.0,102.6%,130.0,134.0,788.0,73.0,19.0,5.8,2.2,4.8,46.8,0.1,0.6,22.0,1.2,1.6,73.7,1.7,2.3,3.9,1.1,0.8,0.1,0.7,1.0
2007.0,"Durant, Kevin",SF-PF,81.0,215.0,23.0,0.066,88.75,110.0,26.0,33.5,12.33,3.45,0.0,109.6%,136.0,143.5,776.0,80.0,34.6,20.3,7.3,17.1,43.0,0.7,2.6,28.8,4.9,5.6,87.3,0.9,3.5,4.3,2.4,1.0,0.9,2.9,1.0
2007.0,"Gray, Aaron",C,84.0,271.0,27.0,0.108,87.25,108.5,27.0,32.5,12.07,3.7,17.0,103.9%,135.5,141.0,804.0,61.0,10.0,4.3,1.7,3.3,50.5,0.0,0.0,0.0,0.9,1.6,56.6,1.1,1.6,2.8,0.7,0.3,0.3,0.9,1.0
2007.0,"Green, Jeff",SF,79.0,228.0,25.7,0.037,85.25,103.0,33.5,38.0,12.0,3.34,17.0,107.9%,136.5,141.0,777.0,80.0,28.2,10.5,4.0,9.4,42.7,0.3,1.0,27.6,2.2,3.0,74.4,1.3,3.5,4.7,1.5,0.6,0.6,2.0,1.0
2007.0,"Hawes, Spencer",PF,82.0,244.0,25.5,0.13,84.5,110.0,26.0,29.0,11.88,3.51,9.0,103.0%,136.0,139.0,797.0,71.0,13.1,4.7,2.1,4.5,45.9,0.1,0.3,19.0,0.5,0.8,65.5,1.0,2.3,3.2,0.6,0.2,0.6,0.8,1.0
2007.0,"Landry, Carl",PF,79.0,248.0,27.9,0.075,83.0,102.5,31.5,36.5,11.35,3.29,21.0,105.1%,134.0,139.0,791.0,42.0,16.9,8.1,3.2,5.2,61.6,0.0,0.0,0.0,1.7,2.6,66.1,2.3,2.6,4.9,0.5,0.4,0.2,0.6,1.0
2007.0,"Law, Acie",PG,74.0,186.0,23.9,0.056,78.5,98.0,29.0,34.0,11.0,3.22,8.0,106.1%,127.0,132.0,792.0,56.0,15.4,4.2,1.7,4.2,40.1,0.1,0.6,20.6,0.7,0.9,79.2,0.2,0.8,1.0,2.0,0.5,0.0,1.0,0.0
2007.0,"McGuire, Dominic",SF,79.0,220.0,24.8,0.047,82.5,104.0,28.5,34.5,10.95,3.25,12.0,104.4%,132.5,138.5,805.0,70.0,9.9,1.3,0.6,1.5,37.9,0.0,0.1,16.7,0.2,0.5,43.8,0.8,1.2,2.0,0.6,0.3,0.4,0.6,1.0
2007.0,"Nichols, Demetris",SF,78.0,211.0,24.4,0.062,84.25,105.0,28.5,32.5,10.39,3.38,16.0,108.0%,133.5,137.5,809.0,14.0,3.1,1.1,0.4,1.6,26.1,0.2,0.9,23.1,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.0,0.2,0.3,0.0
2007.0,"Noah, Joakim",PF,82.0,223.0,23.3,0.048,85.25,106.5,32.5,37.5,11.79,3.47,12.0,104.0%,139.0,144.0,785.0,74.0,20.7,6.6,2.4,5.0,48.2,0.0,0.0,0.0,1.8,2.6,69.1,2.4,3.3,5.6,1.1,0.9,0.9,1.2,1.0
2007.0,"Oden, Greg",C,83.0,257.0,26.2,0.078,88.25,112.0,32.0,34.0,11.67,3.27,10.2,106.3%,144.0,146.0,753.0,61.0,21.5,8.9,3.2,5.8,56.4,0.0,0.0,0.0,2.4,3.7,63.7,2.8,4.2,7.0,0.5,0.4,1.1,1.4,0.0
2007.0,"Richard, Chris",PF,79.0,252.0,28.4,0.075,88.5,110.5,26.5,30.5,11.39,3.29,15.0,112.0%,137.0,141.0,802.0,52.0,10.7,1.9,0.8,1.7,47.1,0.0,0.0,0.0,0.3,0.5,59.3,1.0,1.6,2.6,0.3,0.2,0.2,0.5,0.0
2007.0,"Shakur, Mustafa",PG,75.0,185.0,23.1,0.041,77.5,99.0,28.5,35.0,11.82,3.27,11.0,103.3%,127.5,134.0,695.0,22.0,7.2,2.3,1.0,2.7,35.6,0.0,0.5,10.0,0.4,0.7,53.3,0.3,0.7,1.0,1.1,0.2,0.1,0.8,0.0
2007.0,"Smith, Jason",PF,82.75,233.0,23.9,0.075,82.75,106.0,33.5,37.5,10.96,3.29,15.0,100.0%,139.5,143.5,794.0,76.0,14.6,4.5,1.9,4.1,45.5,0.1,0.2,28.6,0.7,1.1,65.9,1.0,2.0,3.0,0.3,0.3,0.7,0.6,1.0
2007.0,"Stuckey, Rodney",SG-PG,75.75,207.0,25.4,0.061,79.25,100.5,30.5,35.0,11.34,3.11,14.0,104.6%,131.0,135.5,787.0,57.0,19.0,7.6,2.7,6.7,40.1,0.1,0.3,18.8,2.2,2.7,81.4,0.6,1.7,2.3,2.8,0.9,0.1,1.4,1.0
2007.0,"Thornton, Al",SF,77.75,221.0,25.7,0.058,85.0,104.0,35.0,41.0,11.96,3.16,9.0,109.3%,139.0,145.0,779.0,79.0,27.3,12.7,4.7,11.0,42.9,0.5,1.6,33.1,2.7,3.6,74.3,1.2,3.3,4.5,1.2,0.6,0.5,1.6,0.0
2007.0,"Tolliver, Anthony",PF,79.0,242.0,27.3,0.057,86.5,107.5,28.5,30.0,11.49,3.29,21.0,109.5%,136.0,137.5,771.0,19.0,10.9,2.7,1.0,3.4,29.2,0.5,2.2,22.0,0.3,0.5,50.0,0.6,1.5,2.2,0.9,0.3,0.1,0.4,1.0
2007.0,"Wright, Brandan",PF,80.75,200.0,21.6,0.058,87.75,108.5,30.5,35.5,11.76,3.31,2.0,108.7%,139.0,144.0,806.0,38.0,9.9,4.0,1.6,2.9,55.4,0.0,0.0,0.0,0.7,1.1,67.5,1.0,1.6,2.6,0.2,0.2,0.6,0.3,1.0
2007.0,"Wright, Julian",SF-PF,78.5,211.0,24.1,0.061,86.25,108.0,28.5,33.5,11.48,3.36,2.0,109.9%,136.5,141.5,801.0,57.0,11.2,3.9,1.6,3.0,53.3,0.2,0.4,41.7,0.6,0.9,63.5,0.6,1.5,2.1,0.7,0.5,0.2,0.6,0.0
2007.0,"Young, Nick",SG-SF,77.0,206.0,24.4,0.068,84.0,100.5,39.5,40.5,11.0,3.25,6.0,109.1%,140.0,141.0,793.0,75.0,15.4,7.5,2.8,6.4,43.9,0.5,1.3,40.0,1.3,1.7,81.5,0.3,1.2,1.5,0.8,0.5,0.1,1.3,1.0
2007.0,"Young, Thaddeus",SF,77.75,210.0,24.4,0.049,83.5,106.0,34.5,37.0,11.06,3.19,13.0,107.4%,140.5,143.0,784.0,74.0,21.0,8.2,3.6,6.6,53.9,0.1,0.3,31.6,1.0,1.4,73.8,1.6,2.6,4.2,0.8,1.0,0.1,0.9,1.0
2006.0,"Aldridge, LaMarcus",PF-C,82.0,234.0,24.5,0.087,88.75,110.0,26.5,34.0,12.02,3.43,8.0,108.2%,136.5,144.0,816.0,63.0,22.1,9.0,3.8,7.6,50.3,0.0,0.0,0.0,1.3,1.8,72.2,2.3,2.7,5.0,0.4,0.3,1.2,0.7,1.0
2006.0,"Armstrong, Hilton",C-PF,81.5,240.0,25.4,0.063,88.0,109.0,28.5,31.5,12.28,3.53,13.0,108.0%,137.5,140.5,841.0,56.0,11.3,3.1,1.2,2.2,54.4,0.0,0.0,0.0,0.7,1.2,59.7,1.0,1.6,2.7,0.2,0.2,0.5,0.6,1.0
2006.0,"Balkman, Renaldo",SF-PF,77.25,206.0,24.3,0.049,85.0,104.5,30.5,35.0,11.58,3.22,9.0,110.0%,135.0,139.5,826.0,68.0,15.6,4.9,2.0,4.0,50.5,0.1,0.4,18.5,0.8,1.3,56.7,1.4,2.9,4.3,0.6,0.8,0.7,0.7,1.0
2006.0,"Brewer, Ronnie",SG-PG,77.75,223.0,25.9,0.05,83.25,103.5,35.0,41.0,11.32,3.14,19.0,107.1%,138.5,144.5,837.0,56.0,12.1,4.6,1.8,3.4,52.8,0.0,0.2,0.0,1.0,1.5,67.5,0.7,0.7,1.3,0.4,0.7,0.1,0.4,1.0
2006.0,"Carney, Rodney",SG-SF,76.5,204.0,24.5,0.053,82.0,103.5,32.0,38.5,10.57,3.06,10.0,107.2%,135.5,142.0,822.0,67.0,17.4,6.6,2.7,5.9,46.4,0.4,1.1,34.7,0.8,1.3,60.9,0.6,1.3,1.9,0.4,0.6,0.3,0.6,1.0
